year,quarter,market,is_premium_quality,total_space,available_space,internal_class_rent,direct_available_space,direct_internal_class_rent,sublet_available_space,sublet_internal_class_rent,leasing
2022,Q4,Baltimore,0,39266605,5130843,20.98,4734131,21.14,396712,17.52,684036
2022,Q4,Boston,1,147442537,28276633,54.43,21274250,56.70,7002383,48.18,1795806
2022,Q4,Boston,0,115436237,16403913,30.22,13302212,28.17,3101701,42.32,773535
2022,Q4,Charlotte,1,40011170,9340801,35.20,7887078,35.97,1453723,31.02,405718
2022,Q4,Charlotte,0,26114614,5333703,27.48,4070270,28.23,1263433,25.04,130848
2022,Q4,Chicago Suburbs,1,53334459,18111694,28.77,15312384,29.38,2799310,20.05,899155
2022,Q4,Chicago Suburbs,0,45880900,12620089,20.95,11589339,21.21,1030750,16.84,490461
2022,Q4,Dallas-Ft. Worth,1,128717532,37016662,29.08,30979634,29.71,6037028,24.87,1775757
2022,Q4,Dallas-Ft. Worth,0,84797506,23853177,22.61,20786014,22.99,3067163,19.81,1030831
2022,Q4,Denver-Boulder,1,57242235,16352700,35.62,12617163,36.81,3735537,26.69,827418
2022,Q4,Denver-Boulder,0,57416260,14007953,29.03,11419668,29.56,2588285,24.38,799295
2022,Q4,Detroit,1,35768208,8682904,21.26,7475200,21.55,1207704,19.25,203172
2022,Q4,Detroit,0,47967958,10859334,19.72,9642974,19.56,1216360,16.75,686926
2022,Q4,Downtown Chicago,1,75356458,16512935,49.76,13180219,47.39,3332716,30.29,935893
2022,Q4,Downtown Chicago,0,74068566,22143367,38.53,18661983,40.23,3481384,25.52,721163
2022,Q4,Houston,1,115324627,38377483,34.02,31524175,34.36,6853308,27.71,2567179
2022,Q4,Houston,0,78809841,20894224,21.42,19614621,21.86,1279603,16.92,811876
2022,Q4,Los Angeles,1,149820063,39905148,48.53,32341545,50.63,7563603,39.31,2114850
2022,Q4,Los Angeles,0,71663591,17575840,40.86,14858692,41.11,2717148,38.88,861929
2022,Q4,Nashville,1,22517390,5124450,33.17,3741561,33.78,1382889,28.03,214653
2022,Q4,Nashville,0,22637693,4270376,29.04,3678728,29.47,591648,24.95,256534
2022,Q4,Manhattan,1,268383262,50563986,86.35,37779488,92.28,12784498,68.07,2934703
2022,Q4,Manhattan,0,201294612,37857976,62.31,29262884,65.31,8595092,50.97,2590164
2022,Q4,Northern New Jersey,1,115419126,30570152,32.47,23599542,32.77,6970610,30.70,2281755
2022,Q4,Northern New Jersey,0,34061541,5330291,25.05,4702211,24.63,628080,35.98,265645
2022,Q4,Northern Virginia,1,103157383,27221270,36.48,22510117,37.08,4711153,32.92,3153534
2022,Q4,Northern Virginia,0,49092680,10000960,32.28,9197460,32.89,803500,25.62,304634
2022,Q4,Orange County (CA),1,45059226,12468247,36.15,10072348,37.31,2395899,31.30,995657
2022,Q4,Orange County (CA),0,40577693,6874609,31.19,5424192,31.62,1450417,29.64,561283
2022,Q4,Philadelphia,1,87852570,20703919,33.50,16469656,34.42,4234263,28.58,1267599
2022,Q4,Philadelphia,0,45754371,9292650,27.55,7970429,27.57,1322221,27.38,179605
2022,Q4,Phoenix,1,49483721,15565963,31.32,11791184,32.66,3774779,27.10,714236
2022,Q4,Phoenix,0,55852216,12423219,25.74,9302587,26.00,3120632,24.59,740460
2022,Q4,Raleigh-Durham,1,38972691,9169865,30.75,6951990,32.23,2217875,26.12,493342
2022,Q4,Raleigh-Durham,0,20625495,2888930,23.98,1990614,25.23,898316,21.19,111915
2022,Q4,Salt Lake City,1,21438115,4680653,28.94,3294045,30.49,1386608,24.87,497267
2022,Q4,Salt Lake City,0,25097196,3860524,23.42,3201083,24.15,659441,20.05,405099
2022,Q4,San Diego,1,30921185,7202203,43.69,5753642,44.94,1448561,38.70,560533
2022,Q4,San Diego,0,32295410,5428331,32.32,4569291,32.94,859040,29.07,437253
2022,Q4,San Francisco,1,54754219,15757293,74.59,11242694,80.54,4514599,59.89,954190
2022,Q4,San Francisco,0,30934794,11694755,65.17,7990007,67.01,3704748,61.36,419038
2022,Q4,Seattle,1,68277395,15316062,50.45,11561466,53.28,3754596,41.53,636888
2022,Q4,Seattle,0,52250280,11411762,35.19,8413632,35.15,2998130,35.28,421304
2022,Q4,South Bay,1,37701336,8346092,61.18,6351139,64.11,1994953,51.38,132186
2022,Q4,South Bay,0,49938490,11287681,57.81,8115256,59.89,3172425,51.89,413550
2022,Q4,South Florida,1,54261809,11332980,46.95,9993296,47.58,1339684,40.12,1102587
2022,Q4,South Florida,0,50800789,8284011,33.54,7118493,34.08,1165518,28.60,583928
2022,Q4,Suburban Maryland,1,41371625,10714154,31.45,9326466,32.14,1387688,25.65,412644
2022,Q4,Suburban Maryland,0,21325520,3517182,27.68,3164596,27.84,352586,24.45,139298
2022,Q4,Tampa,1,24082211,5741376,32.83,3998672,33.11,1742704,27.61,363202
2022,Q4,Tampa,0,28943310,5309049,24.41,4213001,24.57,1096048,20.79,450001
2022,Q4,US National,1,2143571127,533700237,44.48,,,,,31592159
2022,Q4,US National,0,1538645988,326614671,35.39,,,,,16315795
2022,Q4,Washington DC,1,80768336,16745576,58.22,14524162,60.31,2221414,44.63,703709
2022,Q4,Washington DC,0,42674182,9653784,49.49,8571018,50.63,1082766,38.82,260721
2023,Q1,Atlanta,1,109272928,35267651,33.07,29359290,33.90,5908361,26.49,1038995
2023,Q1,Atlanta,0,64866854,12795829,24.31,10842116,24.65,1953713,21.30,333805
2023,Q1,Austin,1,45168161,11810833,51.82,8508205,54.39,3302628,43.41,413820
2023,Q1,Austin,0,28227176,5630169,35.07,4408410,35.77,1221759,30.03,248833
2023,Q1,Baltimore,1,40810375,8315346,25.51,7275963,25.84,1039383,21.21,401390
2023,Q1,Baltimore,0,37209253,4952619,21.13,4630719,21.30,321900,17.65,113021
2023,Q1,Boston,1,147276306,29190889,54.63,21373231,56.64,7817658,48.70,1378934
2023,Q1,Boston,0,115279162,17363318,29.46,13825798,27.54,3537520,40.61,593338
2023,Q1,Charlotte,1,40011170,9215297,35.21,7713968,36.08,1501329,30.76,321791
2023,Q1,Charlotte,0,26042316,5410075,27.50,4064295,28.36,1345780,24.88,231747
2023,Q1,Chicago Suburbs,1,53441106,18110080,30.19,15485193,30.84,2624887,20.58,885641
2023,Q1,Chicago Suburbs,0,45805456,12423404,21.92,11432798,22.23,990606,17.11,574226
2023,Q1,Dallas-Ft. Worth,1,128717532,38752908,30.90,31917812,31.74,6835096,26.28,1409124
2023,Q1,Dallas-Ft. Worth,0,84853833,23746268,23.80,20451322,24.28,3294946,20.50,834900
2023,Q1,Denver-Boulder,1,57242235,16427675,35.37,12194818,36.78,4232857,26.13,984183
2023,Q1,Denver-Boulder,0,57416260,13590914,29.16,11055465,29.69,2535449,24.38,774679
2023,Q1,Detroit,1,35957501,8860657,21.78,7560688,22.25,1299969,18.40,413891
2023,Q1,Detroit,0,48095653,11132544,19.47,9893784,19.31,1238760,16.69,418549
2023,Q1,Downtown Chicago,1,75356458,15606504,49.13,11710017,51.36,3896487,28.20,1011978
2023,Q1,Downtown Chicago,0,74068566,23354427,38.52,19629970,39.66,3724457,25.12,776537
2023,Q1,Houston,1,116065950,37378203,35.07,31084760,35.56,6293443,30.31,1845692
2023,Q1,Houston,0,76999595,19661629,21.80,18420592,22.02,1241037,18.25,562979
2023,Q1,Los Angeles,1,149649892,40077756,48.13,32655265,50.09,7422491,39.20,2368363
2023,Q1,Los Angeles,0,71444608,17809779,41.03,14837018,41.39,2972761,38.60,554103
2023,Q1,Nashville,1,22517390,4981233,35.65,3588096,36.49,1393137,30.62,414729
2023,Q1,Nashville,0,22628670,4505998,29.88,3868383,30.15,637615,27.99,143687
2023,Q1,Manhattan,1,267213166,51479562,86.36,38015376,93.09,13464186,66.15,4461053
2023,Q1,Manhattan,0,200365520,39431184,62.61,30510182,65.40,8921002,52.21,2848276
2023,Q1,Northern New Jersey,1,114251522,32023662,32.58,24248659,32.94,7775003,30.85,1720336
2023,Q1,Northern New Jersey,0,34471679,5247662,24.11,4660559,24.12,587103,23.78,702218
2023,Q1,Northern Virginia,1,102644117,27775179,36.44,22796769,37.04,4978410,32.90,1314485
2023,Q1,Northern Virginia,0,47344128,9889822,32.43,9117127,33.04,772695,26.04,381419
2023,Q1,Orange County (CA),1,44855764,12443882,35.59,9968242,36.90,2475640,30.38,598606
2023,Q1,Orange County (CA),0,39679428,7016274,31.10,5535124,31.64,1481150,29.16,464431
2023,Q1,Philadelphia,1,87818453,21642378,33.50,17052148,34.43,4590230,28.02,453335
2023,Q1,Philadelphia,0,45754371,9833861,27.26,8382333,27.79,1451528,25.06,273015
2023,Q1,Phoenix,1,49483721,15732183,31.27,11878060,32.72,3854123,26.82,935850
2023,Q1,Phoenix,0,55512554,11830937,26.42,8713462,26.61,3117475,25.48,647897
2023,Q1,Raleigh-Durham,1,38976604,10092493,31.21,7466609,32.84,2625884,26.03,559639
2023,Q1,Raleigh-Durham,0,20588913,3113189,23.95,2165188,25.09,948001,21.21,165581
2023,Q1,Salt Lake City,1,21638070,4595104,28.90,3350704,30.54,1244400,24.75,385977
2023,Q1,Salt Lake City,0,25296158,3960320,24.09,3412800,24.85,547520,19.66,113787
2023,Q1,San Diego,1,31027186,7208444,43.58,5672815,44.79,1535629,38.94,471739
2023,Q1,San Diego,0,31799682,5478451,32.84,4593175,33.51,885276,29.38,560155
2023,Q1,San Francisco,1,55034644,16614706,74.35,11424374,80.74,5190332,60.50,549519
2023,Q1,San Francisco,0,31766440,11710273,63.82,7968933,66.17,3741340,58.92,314551
2023,Q1,Seattle,1,68907490,16570750,50.37,12825461,53.05,3745289,41.04,538194
2023,Q1,Seattle,0,51996552,11582445,35.26,8764545,34.89,2817900,36.48,459198
2023,Q1,South Bay,1,38747945,8627450,61.60,6418545,64.75,2208905,52.10,351501
2023,Q1,South Bay,0,50143309,11691007,58.36,8390794,60.37,3300213,52.78,680469
2023,Q1,South Florida,1,54261809,11052567,47.46,9821985,48.01,1230582,40.02,837374
2023,Q1,South Florida,0,50800789,8272496,34.18,7218509,34.71,1053987,28.19,458745
2023,Q1,Suburban Maryland,1,40389090,10544835,31.61,9222840,32.28,1321995,26.13,397092
2023,Q1,Suburban Maryland,0,20864924,3386662,28.16,2925971,28.30,460691,25.39,185032
2023,Q1,Tampa,1,24082211,5894444,32.67,4128049,33.19,1766395,25.85,523449
2023,Q1,Tampa,0,28943310,5285362,24.61,4190469,24.77,1094893,20.54,334250
2023,Q1,US National,1,2141709069,543226906,45.05,,,,,27842180
2023,Q1,US National,0,1531138270,329676901,36.01,,,,,15123848
2023,Q1,Washington DC,1,80890273,16934235,58.07,14610472,60.14,2323763,45.11,855500
2023,Q1,Washington DC,0,42873111,9569983,49.10,8521640,50.22,1048343,39.91,374420
2023,Q2,Atlanta,1,109195336,35900558,33.02,29790966,33.84,6109592,26.23,1182769
2023,Q2,Atlanta,0,64148727,12840671,24.47,10710446,24.87,2130225,20.61,431411
2023,Q2,Austin,1,45372161,14531520,50.52,9983753,52.45,4547767,43.86,900127
2023,Q2,Austin,0,28227176,5414969,35.46,4230595,35.94,1184374,30.20,212937
2023,Q2,Baltimore,1,40810375,8531171,25.59,7228246,25.95,1302925,21.59,460683
2023,Q2,Baltimore,0,37209253,4949103,21.25,4605773,21.39,343330,19.16,219858
2023,Q2,Boston,1,148033630,30562373,53.76,21630874,55.46,8931499,48.06,953734
2023,Q2,Boston,0,115096822,16899359,31.31,13468464,29.63,3430895,38.69,783049
2023,Q2,Charlotte,1,40368876,9641826,34.63,7916377,35.48,1725449,30.68,330126
2023,Q2,Charlotte,0,26168336,5642270,27.32,4272104,28.14,1370166,24.79,187162
2023,Q2,Chicago Suburbs,1,53123908,18269401,30.19,15635546,30.93,2633855,20.33,861064
2023,Q2,Chicago Suburbs,0,45734403,12187897,22.02,11222269,22.32,965628,17.20,389820
2023,Q2,Dallas-Ft. Worth,1,129664667,38795843,31.09,32266019,31.86,6529824,26.38,1613194
2023,Q2,Dallas-Ft. Worth,0,85243283,24053294,23.81,20765604,24.27,3287690,20.52,1093525
2023,Q2,Denver-Boulder,1,57242235,16958586,35.89,13039695,37.05,3918891,26.86,887580
2023,Q2,Denver-Boulder,0,57366019,13754850,28.81,11403618,29.41,2351232,23.36,861008
2023,Q2,Detroit,1,35957501,9295452,21.87,7887559,22.26,1407893,18.36,282223
2023,Q2,Detroit,0,48095653,10911061,19.38,9758039,19.25,1153022,16.60,370427
2023,Q2,Downtown Chicago,1,75841458,16409788,50.00,12424511,52.31,3985277,29.92,1277163
2023,Q2,Downtown Chicago,0,74068566,24398300,39.31,20775768,40.23,3622532,25.68,669737
2023,Q2,Houston,1,116065950,35439079,36.04,30374160,36.44,5064919,31.28,2244352
2023,Q2,Houston,0,76999595,18973703,22.31,17990813,22.49,982890,18.08,1010831
2023,Q2,Los Angeles,1,149731159,40559879,48.36,32826377,50.53,7733502,39.06,1581390
2023,Q2,Los Angeles,0,71224923,18154288,40.85,15086062,41.07,3068226,39.43,858800
2023,Q2,Nashville,1,22672997,5337989,33.70,3978521,35.10,1359468,29.91,261058
2023,Q2,Nashville,0,22807688,3910428,28.75,3293275,29.11,617153,26.91,375543
2023,Q2,Manhattan,1,267321980,52490528,86.92,39374327,93.49,13116201,66.06,3717180
2023,Q2,Manhattan,0,200365520,39363274,62.79,30857922,65.70,8505352,51.25,3173221
2023,Q2,Northern New Jersey,1,114453295,32848796,32.69,24973703,33.16,7875093,30.25,1510269
2023,Q2,Northern New Jersey,0,34471679,5550780,24.00,4745787,24.10,804993,19.84,242850
2023,Q2,Northern Virginia,1,102644117,28463363,36.72,23434336,37.27,5029027,33.15,1607381
2023,Q2,Northern Virginia,0,47344128,10173338,32.20,9429745,33.03,743593,24.47,332824
2023,Q2,Orange County (CA),1,44855764,13187137,35.71,10885952,36.77,2301185,30.65,1085532
2023,Q2,Orange County (CA),0,39679428,7665683,30.93,6002274,31.48,1663409,28.94,435880
2023,Q2,Philadelphia,1,88297253,22401113,32.83,17185893,33.74,5215220,28.19,656108
2023,Q2,Philadelphia,0,45754371,9977158,27.14,8606679,27.55,1370479,25.41,380186
2023,Q2,Phoenix,1,49483721,16181177,31.47,12161638,32.86,4019539,26.50,629066
2023,Q2,Phoenix,0,55512554,12098784,26.42,9036465,26.61,3062319,25.60,889369
2023,Q2,Raleigh-Durham,1,39325271,10091953,31.28,7735753,32.85,2356200,26.20,386498
2023,Q2,Raleigh-Durham,0,20761341,3033564,23.85,2028079,25.08,1005485,21.37,140606
2023,Q2,Salt Lake City,1,21768070,4450368,29.33,3222985,30.75,1227383,25.70,304524
2023,Q2,Salt Lake City,0,25296158,3987641,24.53,3497137,25.13,490504,20.44,372493
2023,Q2,San Diego,1,31027186,7696012,42.99,6052209,44.27,1643803,38.12,696771
2023,Q2,San Diego,0,31799682,5499743,33.24,4737824,33.83,761919,29.54,429498
2023,Q2,San Francisco,1,55034644,18016047,74.02,11962710,79.93,6053337,62.39,754195
2023,Q2,San Francisco,0,31766440,12427870,60.30,8723363,62.89,3704507,54.25,357611
2023,Q2,Seattle,1,69730741,18884366,51.43,14154615,54.25,4729751,40.27,441957
2023,Q2,Seattle,0,51996552,11686006,35.43,8902442,35.69,2783564,34.06,575994
2023,Q2,South Bay,1,39093207,11742901,63.82,7360740,66.00,4382161,60.04,388140
2023,Q2,South Bay,0,50143309,11762171,60.38,8508052,62.17,3254119,55.64,279848
2023,Q2,South Florida,1,54261809,11608290,48.24,10012303,48.96,1595987,40.45,1018831
2023,Q2,South Florida,0,50800789,8382197,34.91,7489019,35.28,893178,28.68,972631
2023,Q2,Suburban Maryland,1,40389090,10583367,31.60,9370474,32.31,1212893,25.45,574805
2023,Q2,Suburban Maryland,0,20864924,3327162,28.37,2920767,28.66,406395,24.19,127970
2023,Q2,Tampa,1,24106091,5654181,32.50,4059174,32.88,1595007,27.03,276818
2023,Q2,Tampa,0,28943310,5194778,24.51,3991929,24.73,1202849,19.66,273816
2023,Q2,US National,1,2146762765,562479757,45.65,,,,,27828985
2023,Q2,US National,0,1530763740,331569204,36.51,,,,,16939191
2023,Q2,Washington DC,1,80890273,17946693,58.00,15355730,59.90,2590963,46.70,945447
2023,Q2,Washington DC,0,42873111,9348862,48.63,8535364,49.74,813498,36.91,490286
2023,Q3,Atlanta,1,111811614,36258855,33.36,30028596,34.42,6230259,26.72,1294307
2023,Q3,Atlanta,0,64236227,12965279,24.64,10848142,25.35,2117137,20.11,443695
2023,Q3,Austin,1,46569922,15340088,51.00,10810526,52.69,4529562,47.04,676524
2023,Q3,Austin,0,28820451,5921941,34.79,4593136,35.81,1328805,31.23,297902
2023,Q3,Baltimore,1,40810375,8533828,25.88,7252390,26.27,1281438,21.77,242300
2023,Q3,Baltimore,0,37209253,4967687,20.99,4584680,21.26,383007,18.11,230973
2023,Q3,Boston,1,148325293,32108393,52.13,22137170,53.68,9971223,46.67,1771687
2023,Q3,Boston,0,115554082,17152489,32.01,13925105,31.47,3227384,35.24,800401
2023,Q3,Charlotte,1,40370336,10103813,35.27,8463912,36.29,1639901,30.02,429352
2023,Q3,Charlotte,0,26113051,5286150,27.49,4168764,28.02,1117386,25.53,192778
2023,Q3,Chicago Suburbs,1,53029852,18625410,30.41,15244177,31.19,3381233,20.41,920867
2023,Q3,Chicago Suburbs,0,45556972,12034851,22.10,11343770,22.33,691081,18.45,494988
2023,Q3,Dallas-Ft. Worth,1,131047973,40053779,31.28,32940518,32.14,7113261,26.39,1751159
2023,Q3,Dallas-Ft. Worth,0,85343429,24804157,24.02,21731685,24.47,3072472,20.56,653227
2023,Q3,Denver-Boulder,1,58629260,18649151,36.91,14965493,38.14,3683658,27.53,754468
2023,Q3,Denver-Boulder,0,57616025,14648110,28.94,12369111,29.33,2278999,24.67,686475
2023,Q3,Detroit,1,35957501,9204435,21.28,7803736,21.57,1400699,18.41,263182
2023,Q3,Detroit,0,48025073,11274103,19.47,10142983,19.75,1131120,16.65,461074
2023,Q3,Downtown Chicago,1,75841458,16529734,49.88,12324464,52.24,4205270,29.63,1381870
2023,Q3,Downtown Chicago,0,74068566,24457964,39.05,20848048,39.94,3609916,24.69,1037678
2023,Q3,Houston,1,116065950,35396817,36.04,30561212,36.66,4835605,29.26,1952945
2023,Q3,Houston,0,76999595,18949505,22.64,17633906,22.83,1315599,17.98,560741
2023,Q3,Los Angeles,1,149731159,41044683,48.53,33497979,50.69,7546704,38.81,2362767
2023,Q3,Los Angeles,0,71563735,17482040,41.12,14236247,41.65,3245793,38.47,632465
2023,Q3,Nashville,1,23507343,5324691,33.98,3888515,34.85,1436176,31.71,516843
2023,Q3,Nashville,0,22902473,3773261,28.58,3258097,28.74,515164,27.91,304593
2023,Q3,Manhattan,1,267321980,51825773,86.95,39212496,93.27,12613277,65.63,3615734
2023,Q3,Manhattan,0,200203979,39464525,62.66,31489753,65.67,7974772,50.37,2662838
2023,Q3,Northern New Jersey,1,115433045,33257637,32.83,25727902,33.26,7529735,30.24,1269043
2023,Q3,Northern New Jersey,0,34471679,5450149,24.12,4632191,24.00,817958,26.21,157004
2023,Q3,Northern Virginia,1,102644117,28014209,36.50,23177291,37.25,4836918,32.15,1200124
2023,Q3,Northern Virginia,0,47344128,10055107,32.19,9299580,33.00,755527,24.86,389229
2023,Q3,Orange County (CA),1,44855764,12729579,35.62,10626389,36.86,2103190,29.37,1022131
2023,Q3,Orange County (CA),0,39628512,7575829,30.53,5816041,31.44,1759788,27.51,805550
2023,Q3,Philadelphia,1,88297253,23274237,33.28,18118343,34.34,5155894,27.69,915964
2023,Q3,Philadelphia,0,45754371,9659208,26.82,8306307,27.36,1352901,23.98,261974
2023,Q3,Phoenix,1,49617077,16697254,31.81,12796114,33.36,3901140,25.41,809387
2023,Q3,Phoenix,0,55512554,11925269,26.59,8807804,26.82,3117465,25.69,996653
2023,Q3,Raleigh-Durham,1,39111009,10940130,30.84,8410554,32.19,2529576,26.32,610925
2023,Q3,Raleigh-Durham,0,20854369,3161165,24.49,2239928,25.73,921237,21.46,178692
2023,Q3,Salt Lake City,1,21840353,4567458,29.21,3323431,30.62,1244027,25.54,380312
2023,Q3,Salt Lake City,0,25347008,4163246,24.63,3584231,25.22,579015,21.17,143435
2023,Q3,San Diego,1,31027186,7813467,43.49,6160623,44.86,1652844,38.37,635597
2023,Q3,San Diego,0,31883164,5462740,33.64,4693425,34.22,769315,30.17,509342
2023,Q3,San Francisco,1,55034644,18819427,74.57,12982607,80.01,5836820,62.40,504734
2023,Q3,San Francisco,0,31766440,12642722,60.45,9111865,62.79,3530857,54.33,289530
2023,Q3,Seattle,1,70143594,20061536,52.05,14671890,54.91,5389646,39.80,638777
2023,Q3,Seattle,0,52108212,11744280,34.66,8835090,34.85,2909190,33.58,751701
2023,Q3,South Bay,1,39235858,12011084,63.58,7643171,65.59,4367913,60.18,209845
2023,Q3,South Bay,0,50143309,11762837,60.27,8522444,62.07,3240393,54.43,442589
2023,Q3,South Florida,1,54529129,11271880,48.80,9646086,49.48,1625794,41.27,1163075
2023,Q3,South Florida,0,50859929,8440587,35.43,7451373,35.83,989214,28.72,668220
2023,Q3,Suburban Maryland,1,40389090,10655436,31.38,9360525,32.16,1294911,24.73,262997
2023,Q3,Suburban Maryland,0,20864924,3388106,28.25,2944899,28.50,443207,23.97,144775
2023,Q3,Tampa,1,24106091,5871273,32.04,4317247,32.41,1554026,26.53,554783
2023,Q3,Tampa,0,28943310,4797413,25.05,3712722,25.16,1084691,22.41,472160
2023,Q3,US National,1,2156318643,572744686,45.58,,,,,29945943
2023,Q3,US National,0,1532567931,332910858,36.28,,,,,16093181
2023,Q3,Washington DC,1,81034417,17760629,58.08,15313886,59.97,2446743,46.26,1834244
2023,Q3,Washington DC,0,42873111,9500138,48.49,8749087,49.46,751051,37.03,422499
2023,Q4,Atlanta,1,112310337,38462335,34.96,32358271,36.16,6104064,27.34,1571157
2023,Q4,Atlanta,0,64236227,13054991,24.61,10659583,25.29,2395408,20.87,438477
2023,Q4,Austin,1,46749922,15091096,50.43,10663839,52.16,4427257,46.63,937325
2023,Q4,Austin,0,28820451,5830579,35.18,4631582,35.88,1198997,32.31,350692
2023,Q4,Baltimore,1,40810375,8706021,25.76,7564263,26.22,1141758,21.62,628928
2023,Q4,Baltimore,0,37209253,4918454,20.96,4485675,21.28,432779,18.03,272128
2023,Q4,Boston,1,150077293,33418968,53.92,23059470,56.10,10359498,44.87,1423338
2023,Q4,Boston,0,115904082,17752252,31.76,14279480,31.34,3472772,34.15,555067
2023,Q4,Charlotte,1,40496336,10462582,35.26,8719821,36.22,1742761,30.25,338832
2023,Q4,Charlotte,0,26426959,5746412,27.35,4581663,27.89,1164749,25.24,253715
2023,Q4,Chicago Suburbs,1,52533821,18611970,30.77,15241398,31.58,3370572,20.20,876585
2023,Q4,Chicago Suburbs,0,45556972,11924083,22.14,11272770,22.41,651313,17.72,419201
2023,Q4,Dallas-Ft. Worth,1,133185144,42150901,32.00,35628352,32.88,6522549,26.33,1920369
2023,Q4,Dallas-Ft. Worth,0,85343429,23616698,24.06,20794846,24.48,2821852,20.56,976928
2023,Q4,Denver-Boulder,1,58629260,18779262,36.88,15039559,37.96,3739703,28.02,1114681
2023,Q4,Denver-Boulder,0,57687946,14545372,28.80,12328094,29.25,2217278,23.49,738655
2023,Q4,Detroit,1,36217501,9414445,21.76,8089182,22.02,1325263,18.60,597070
2023,Q4,Detroit,0,47937089,11120613,20.18,9913950,20.52,1206663,16.52,543607
2023,Q4,Downtown Chicago,1,75841458,16616122,50.29,12362227,51.77,4253895,33.95,1355160
2023,Q4,Downtown Chicago,0,73488111,24626878,38.68,20964914,39.65,3661964,23.64,640338
2023,Q4,Houston,1,116065950,35872364,36.21,31727104,36.94,4145260,26.82,1399772
2023,Q4,Houston,0,76999595,19476488,23.04,18164331,23.23,1312157,17.83,556443
2023,Q4,Los Angeles,1,149918519,41009159,49.75,33719667,52.14,7289492,38.61,1660927
2023,Q4,Los Angeles,0,72012704,18225613,41.43,15125821,42.28,3099792,37.24,585702
2023,Q4,Nashville,1,25110507,5562677,35.77,4328026,36.61,1234651,32.76,568456
2023,Q4,Nashville,0,22728855,3739113,28.71,3266976,28.92,472137,27.46,147388
2023,Q4,Manhattan,1,267368515,51665167,84.68,38824024,91.31,12841143,63.61,5523223
2023,Q4,Manhattan,0,200203979,39436314,62.60,32146881,65.42,7289433,49.41,3354121
2023,Q4,Northern New Jersey,1,115433045,33155601,32.65,25809847,33.23,7345754,29.56,2146008
2023,Q4,Northern New Jersey,0,34471679,5200807,24.13,4584297,24.04,616510,25.60,247953
2023,Q4,Northern Virginia,1,102644117,27922030,36.36,23291722,37.19,4630308,31.82,864301
2023,Q4,Northern Virginia,0,47344128,10033684,32.25,9312883,32.78,720801,25.07,627183
2023,Q4,Orange County (CA),1,44855764,12661922,35.48,10761395,36.64,1900527,28.89,830463
2023,Q4,Orange County (CA),0,39668971,7575807,30.25,5955010,31.22,1620797,26.72,724558
2023,Q4,Philadelphia,1,88297253,22656654,33.21,17289688,34.17,5366966,28.08,670364
2023,Q4,Philadelphia,0,45754371,9831829,27.11,8400720,27.72,1431109,23.81,305341
2023,Q4,Phoenix,1,49727077,17314246,32.82,13170325,34.49,4143921,26.94,531301
2023,Q4,Phoenix,0,55480545,11877931,26.63,8742802,27.17,3135129,25.14,637140
2023,Q4,Raleigh-Durham,1,39191557,11255486,30.64,8904635,31.92,2350851,25.80,453005
2023,Q4,Raleigh-Durham,0,21741804,3018108,24.35,2318458,25.39,699650,20.91,1181940
2023,Q4,Salt Lake City,1,21863853,4620674,29.56,3256365,31.13,1364309,25.69,265394
2023,Q4,Salt Lake City,0,25347008,4284147,24.23,3711944,24.92,572203,20.56,158207
2023,Q4,San Diego,1,31027186,7878240,43.64,6205545,45.15,1672695,38.07,641914
2023,Q4,San Diego,0,32159075,5599899,33.92,4837162,34.45,762737,30.58,494783
2023,Q4,San Francisco,1,55921245,19023182,74.51,13747053,79.32,5276129,61.69,1397633
2023,Q4,San Francisco,0,31766440,13182338,60.23,9693394,61.74,3488944,55.73,306462
2023,Q4,Seattle,1,70871976,19752189,52.56,14957233,54.92,4794956,40.21,715235
2023,Q4,Seattle,0,52374201,12394280,35.57,9487323,35.78,2906957,34.15,443314
2023,Q4,South Bay,1,39235858,12240398,61.95,7341562,62.80,4898836,60.45,904556
2023,Q4,South Bay,0,50143309,12322945,60.27,8416556,62.37,3906389,52.88,301825
2023,Q4,South Florida,1,54529129,11444484,49.61,9818152,50.20,1626332,42.39,1032613
2023,Q4,South Florida,0,50859929,8357355,35.69,7359792,35.88,997563,31.96,729110
2023,Q4,Suburban Maryland,1,40389090,10722702,31.51,9453514,32.27,1269188,24.26,228027
2023,Q4,Suburban Maryland,0,20864924,3542361,28.79,3140522,28.95,401839,26.90,99494
2023,Q4,Tampa,1,24618220,5926762,32.14,4334551,32.64,1592211,25.79,493470
2023,Q4,Tampa,0,28943310,4677619,24.82,3689103,24.90,988516,23.02,494747
2023,Q4,US National,1,2164954725,580247517,45.45,,,,,32185265
2023,Q4,US National,0,1534421657,335509587,36.36,,,,,16961095
2023,Q4,Washington DC,1,81034417,17849878,58.26,15323395,60.15,2526483,46.76,1095158
2023,Q4,Washington DC,0,42946311,9596617,48.29,8830960,49.30,765657,36.63,376576
2024,Q1,Atlanta,1,112602971,39063233,35.07,33261231,36.11,5802002,28.38,1859961
2024,Q1,Atlanta,0,63904311,13177409,24.52,10842822,25.32,2334587,20.62,567235
2024,Q1,Austin,1,46749922,14928085,51.11,10979572,52.62,3948513,47.07,635915
2024,Q1,Austin,0,28820451,5869706,34.56,4810493,35.58,1059213,30.19,350722
2024,Q1,Baltimore,1,40681672,9242539,25.88,7935536,26.32,1307003,20.97,601000
