,id,address,latitude,longitude
95704,Salt Lake City_Northwest_Salt Lake City_Ninigret Park Office X_1991 S 4650 W,"1991 S 4650 W, Salt Lake City, UT 84104",40.726945,-112.001243
95708,San Diego_Downtown_San Diego_2100 Kettner_2100 Kettner Blvd,"2100 Kettner Blvd, San Diego, CA 92101",32.726777,-117.170749
95711,San Diego_Mission Valley_San Diego_NA_7650 Mission Valley Rd,"7650 Mission Valley Rd, San Diego, CA 92108",32.778306,-117.155383
95715,Seattle_Eastside_Bothell_3303 Building_3303 Monte Villa Pky,"3303 Monte Villa Pky, Bothell, WA 98021",47.77926,-122.189152
95716,Seattle_Eastside_Bothell_Alloy Innovation Center at North Creek Bldg 4_18702 North Creek Pky,"18702 North Creek Pky, Bothell, WA 98011",47.763675,-122.182254
95717,Seattle_Eastside_Bellevue_Block 6 Spring District_1646 123rd Ave NE,"1646 123rd Ave NE, Bellevue, WA 98005",47.62377,-122.175895
95718,Seattle_Bellevue CBD_Bellevue_City Center Plaza_555 110th Ave NE,"555 110th Ave NE, Bellevue, WA 98004",47.614875,-122.194139
95719,Seattle_Northend_Arlington_Corporate Central_3810 166th Pl NE,"3810 166th Pl NE, Arlington, WA 98223",48.145711,-122.177721
95721,Seattle_Eastside_Bothell_Monte Villa Center_3830 Monte Villa Pky,"3830 Monte Villa Pky, Bothell, WA 98021",47.776833,-122.181606
95724,Seattle_Eastside_Kirkland_NA_550 Kirkland Way,"550 Kirkland Way, Kirkland, WA 98033",47.67682,-122.198167
95728,South Florida_Boca Raton_Boca Raton_Meridian Center_6501 Park of Commerce Blvd NW,"6501 Park of Commerce Blvd NW, Boca Raton, FL 33487",26.405105,-80.097559
95729,South Florida_Brickell_Miami_Panorama Tower Office_1100 Brickell Bay Dr,"1100 Brickell Bay Dr, Miami, FL 33131",25.763148,-80.190297
95734,Washington D.C._NoMa_Washington_Jemals Washington Gateway_64 New York Ave NE,"64 New York Ave NE, Washington, DC 20002",38.909268,-77.00677
95742,Raleigh/Durham_Route 1_Raleigh_Atlantic Business Park_4501 Atlantic Ave,"4501 Atlantic Ave, Raleigh, NC 27604",35.84487,-78.60234
95783,Atlanta_Northlake_Stone Mountain_Memorial Place Office Park_5300 Memorial Dr,"5300 Memorial Dr, Stone Mountain, GA 30083",33.800515,-84.221811
95784,Atlanta_Northeast_Duluth_Meridian at Sugarloaf_2736 Meadow Church Rd,"2736 Meadow Church Rd, Duluth, GA 30097",34.000089,-84.09233
95800,Atlanta_Central Perimeter_Atlanta_Perimeter Place Office Bldg_800 Mount Vernon Hwy NE,"800 Mount Vernon Hwy NE, Atlanta, GA 30328",33.929607,-84.360529
95807,Atlanta_Northeast_Duluth_Sugarloaf Office II_3039 Premiere Pky,"3039 Premiere Pky, Duluth, GA 30097",34.000957,-84.099222
95811,Atlanta_Northwest_Atlanta_The Gold Building at Windy Hill_1945 The Exchange SE,"1945 The Exchange SE, Atlanta, GA 30339",33.904865,-84.476462
95817,Atlanta_Central Perimeter_Atlanta_Three Glenlake_3 Glenlake Pky NE,"3 Glenlake Pky NE, Atlanta, GA 30328",33.93518,-84.359649
95822,Atlanta_South Atlanta_Mcdonough_NA_2020 Avalon Pky,"2020 Avalon Pky, Mcdonough, GA 30253",33.415782,-84.171956
95823,Atlanta_Northlake_Decatur_NA_2910 Miller Rd,"2910 Miller Rd, Decatur, GA 30035",33.704467,-84.181499
95839,Austin_Far Northwest_Austin_Amber Oaks J_9301 Amberglen Blvd,"9301 Amberglen Blvd, Austin, TX 78729",30.46784,-97.77413
95842,Austin_Southwest_Austin_Bldg C_5700 MoPac Expy S,"5700 MoPac Expy S, Austin, TX 78749",30.229075,-97.830515
95886,Austin_North_Austin_Travesia Corporate Park Bldg II_3800 Quick Hill Rd,"3800 Quick Hill Rd, Austin, TX 78728",30.470498,-97.686275
95898,Baltimore_Anne Arundel_Hanover_7031 Ridge Rd_7037 Ridge Rd,"7037 Ridge Rd, Hanover, MD 21076",39.192889,-76.69926
95901,Baltimore_Anne Arundel_Annapolis_Bldg 1000_2661 Riva Rd,"2661 Riva Rd, Annapolis, MD 21401",38.972638,-76.559055
95920,Baltimore_Route 2 Corridor_Glen Burnie_Oak Park_30 Greenway Ave NW,"30 Greenway Ave NW, Glen Burnie, MD 21061",39.164803,-76.624978
95972,Boston_Route 495/Route 2 West_Hudson_Cabot Woods Park_2 Cabot Rd,"2 Cabot Rd, Hudson, MA 1749",42.37909,-71.55999
95973,Boston_Financial District_Boston_Church Green_101-107 Summer St,"101-107 Summer St, Boston, MA 2110",42.35363,-71.05824
95990,Boston_Route 128 South_Brockton_The Enterprise_60 Main St,"60 Main St, Brockton, MA 2301",42.084587,-71.019494
95992,Boston_Route 128 West_Waltham_The Post_200 Smith St,"200 Smith St, Waltham, MA 2451",42.418263,-71.254367
95999,Boston_Route 495 South_Fall River_NA_10 N Main St,"10 N Main St, Fall River, MA 2720",41.701904,-71.15529
96004,Boston_Southern New Hampshire_Manchester_NA_1200 Elm St,"1200 Elm St, Manchester, NH 3101",42.995171,-71.464421
96006,Boston_Route 128 South_Quincy_NA_1450-1462 Hancock St,"1450-1462 Hancock St, Quincy, MA 2169",42.248824,-71.001837
96008,Boston_Route 3 North_Lowell_NA_175 Cabot St,"175 Cabot St, Lowell, MA 1854",42.649961,-71.316249
96016,Boston_Worcester_Worcester_NA_199 Chandler St,"199 Chandler St, Worcester, MA 1609",42.260915,-71.816747
96021,Boston_Close-in Suburbs North_Somerville_NA_212 Elm St,"212 Elm St, Somerville, MA 2144",42.394235,-71.121424
96030,Boston_Seaport/South Boston_Boston_NA_343 Congress St,"343 Congress St, Boston, MA 2210",42.35063,-71.049399
96031,Boston_Route 128 North_Burlington_NA_35 Corporate Dr,"35 Corporate Dr, Burlington, MA 1803",42.4937,-71.18963
96038,Boston_Route 495/Route 2 West_Acton_NA_43 Nagog Park,"43 Nagog Park, Acton, MA 1720",42.524523,-71.429646
96057,Charlotte_Ballantyne / Highway 51_Charlotte_Conlan Building_13900 Conlan Cir,"13900 Conlan Cir, Charlotte, NC 28277",35.056306,-80.852093
96060,Charlotte_University / Northeast_Cornelius_Harbour Park Office Condominiums_19810 W Catawba Ave,"19810 W Catawba Ave, Cornelius, NC 28031",35.480719,-80.886197
96140,Chicago_West Loop_Chicago_NA_564 W Randolph St,"564 W Randolph St, Chicago, IL 60661",41.884605,-87.642407
96178,Chicago Suburbs_Northwest Corridor_Schaumburg_Three National Plaza at Woodfield_999 Plaza Dr,"999 Plaza Dr, Schaumburg, IL 60173",42.046725,-88.042107
96382,Dallas/Ft Worth_Uptown_Dallas_NA_4100 Harry Hines Blvd,"4100 Harry Hines Blvd, Dallas, TX 75219",32.80435,-96.820336
96400,Denver_Cherry Creek_Denver_201 Columbine St_201 Columbine St,"201 Columbine St, Denver, CO 80206",39.719743,-104.957429
96441,Denver_Southwest_Highlands Ranch_Highlands Ranch Medical Campus_640 Plaza Dr,"640 Plaza Dr, Highlands Ranch, CO 80129",39.556995,-104.997336
96507,Houston_Katy Freeway/Energy Corridor_Houston_1430 Enclave_1430 Enclave Pky,"1430 Enclave Pky, Houston, TX 77077",29.75534,-95.619828
96592,Houston_Bellaire_Houston_Loop Central 3_4828 Loop Central Dr,"4828 Loop Central Dr, Houston, TX 77081",29.725266,-95.455011
96671,Houston_Pasadena/Baytown_Houston_NA_12650 N Featherwood Dr,"12650 N Featherwood Dr, Houston, TX 77034",29.616402,-95.213296
96677,Houston_The Woodlands_Spring_NA_25000 Pitkin Rd,"25000 Pitkin Rd, Spring, TX 77386",30.12387,-95.438852
96696,Houston_Katy Freeway/Energy Corridor_Houston_NA_900 Town & Country Blvd,"900 Town & Country Blvd, Houston, TX 77024",29.782156,-95.560799
96711,Los Angeles_Santa Monica_Santa Monica_3003 Exposition_3003 Exposition Blvd,"3003 Exposition Blvd, Santa Monica, CA 90404",34.029718,-118.459988
96728,Los Angeles_Santa Clarita Valley_Valencia_Bldg 1_27202 W Turnberry Ln,"27202 W Turnberry Ln, Valencia, CA 91355",34.422382,-118.56174
96789,Los Angeles_Central San Fernando Valley_Van Nuys_Sherman Plaza West Tower_15400 Sherman Way,"15400 Sherman Way, Van Nuys, CA 91406",34.200337,-118.468539
96822,Los Angeles_Central San Fernando Valley_Van Nuys_Van Nuys Financial Center_14545-14549 Victory Blvd,"14545-14549 Victory Blvd, Van Nuys, CA 91411",34.204322,-118.450654
96855,Los Angeles_El Segundo_El Segundo_NA_185 S Douglas St,"185 S Douglas St, El Segundo, CA 90245",33.914985,-118.383597
96894,Manhattan_WTC/Brookfield Place_New York_13 Trinity Pl_29 Broadway,"29 Broadway, New York, NY 10006",40.706118,-74.013579
96980,Manhattan_Penn Plaza/Times Square South_New York_989 Avenue Of The Americas_989 Avenue Of The Americas,"989 Avenue Of The Americas, New York, NY 10018",40.751581,-73.98689
97020,Manhattan_Chelsea_New York_Terminal Warehouse_261-271 Eleventh Ave,"261-271 Eleventh Ave, New York, NY 10001",40.75224,-74.00619
97091,Northern New Jersey_Meadowlands_Secaucus_Meadowland Parkway_150 Meadowlands Pky,"150 Meadowlands Pky, Secaucus, NJ 7094",40.785373,-74.073692
97102,Northern New Jersey_West Bergen_Glen Rock_ParkView208_208 Harristown Rd,"208 Harristown Rd, Glen Rock, NJ 7452",40.951933,-74.139992
97125,Northern Virginia_Springfield / Annandale_Annandale_Annandale Professional Building_7023 Little River Tpke,"7023 Little River Tpke, Annandale, VA 22003",38.828656,-77.188254
97136,Northern Virginia_Tysons Corner_Vienna_Courthouse Rowe 3_1952 Gallows Rd,"1952 Gallows Rd, Vienna, VA 22182",38.911098,-77.227332
97139,Northern Virginia_Loudoun County_Dulles_Dulles East Bldg_45045 Aviation Dr,"45045 Aviation Dr, Dulles, VA 20166",38.957639,-77.446708
97149,Northern Virginia_Loudoun County_Sterling_Loudoun Center Building A_45300 Catalina Ct,"45300 Catalina Ct, Sterling, VA 20166",38.978408,-77.433251
97160,Northern Virginia_Fairfax / Oakton / Vienna_Fairfax_Redwood Plaza II_10600 Arrowhead Dr,"10600 Arrowhead Dr, Fairfax, VA 22030",38.872137,-77.312538
97161,Northern Virginia_Old Town Alexandria_Alexandria_The Parkways_1201 E Abingdon Dr,"1201 E Abingdon Dr, Alexandria, VA 22314",38.81759,-77.04349
97173,Northern Virginia_National Landing_Arlington_NA_1919 S Eads St,"1919 S Eads St, Arlington, VA 22202",38.856399,-77.052744
97177,Northern Virginia_Old Town Alexandria_Alexandria_NA_310-320 King St,"310-320 King St, Alexandria, VA 22314",38.820659,-77.078867
97233,Orange County_South County_Aliso Viejo_The Heights Building B Tech Space_75 Enterprise,"75 Enterprise, Aliso Viejo, CA 92656",33.582169,-117.727024
97254,Orange County_North County_Brea_NA_2929 E Imperial Hwy,"2929 E Imperial Hwy, Brea, CA 92821",33.911628,-117.85819
97256,Orange County_Airport Area_Irvine_NA_3210 El Camino Real,"3210 El Camino Real, Irvine, CA 92602",33.71845,-117.791337
97267,Philadelphia_Blue Bell_Blue Bell_10 Sentry Pky_300 Sentry Pkwy E,"300 Sentry Pkwy E, Blue Bell, PA 19422",40.135814,-75.272262
97273,Philadelphia_PA Turnpike / Rt. 202 Corridor_Malvern_ArborRidge 2_72 E Swedesford Rd,"72 E Swedesford Rd, Malvern, PA 19355",40.054688,-75.515555
97275,Philadelphia_Horsham_Horsham_Bldg 4_300 Welsh Rd,"300 Welsh Rd, Horsham, PA 19044",40.162718,-75.151006
97276,Philadelphia_Kennett Square/Concordville_Chadds Ford_Brandywine Four_3 Dickinson Dr,"3 Dickinson Dr, Chadds Ford, PA 19317",39.877111,-75.54725
97279,Philadelphia_Kennett Square/Concordville_Chadds Ford_Brandywine Six_5 Hillman Dr,"5 Hillman Dr, Chadds Ford, PA 19317",39.876344,-75.549016
97284,Philadelphia_Media / Newtown Square_Newtown Square_Campus Boulevard 17_17 Campus Blvd,"17 Campus Blvd, Newtown Square, PA 19073",39.978874,-75.417068
97306,Philadelphia_East Market_Philadelphia_The Lits Building_701 Market St,"701 Market St, Philadelphia, PA 19106",39.951645,-75.152676
97325,Phoenix_Camelback Corridor_Phoenix_3131 E Camelback Rdg_3133 E Camelback Rd,"3133 E Camelback Rd, Phoenix, AZ 85016",33.508173,-112.013529
97344,Phoenix_Airport Area_Phoenix_Cotton Center Commons  C_4657 E Cotton Gin Loop,"4657 E Cotton Gin Loop, Phoenix, AZ 85040",33.404492,-111.981852
97400,Phoenix_Superstition Corridor_Mesa_Val Vista Business Center_1959 S Val Vista Dr,"1959 S Val Vista Dr, Mesa, AZ 85204",33.380109,-111.751961
97404,Phoenix_Loop 303/Surprise_Surprise_NA_13370 W Foxfire Dr,"13370 W Foxfire Dr, Surprise, AZ 85378",33.642695,-112.347374
97409,Phoenix_Midtown_Phoenix_NA_2200 N Central Ave,"2200 N Central Ave, Phoenix, AZ 85004",33.472125,-112.074305
97420,Raleigh/Durham_RTP/RDU_Morrisville_Concourse Lakeside I_2801 Slater Rd,"2801 Slater Rd, Morrisville, NC 27560",35.861674,-78.823807
97424,Raleigh/Durham_Downtown Durham_Durham_Crowe Bldg_406 Blackwell St,"406 Blackwell St, Durham, NC 27701",35.992303,-78.905122
97483,San Diego_Hwy 78 Corridor_Oceanside_Oceanside Terraces_301 Mission Ave,"301 Mission Ave, Oceanside, CA 92054",33.194811,-117.380612
97520,San Diego_Mission Valley_San Diego_NA_2763 Camino Del Rio S,"2763 Camino Del Rio S, San Diego, CA 92108",32.76976,-117.13415
97526,San Diego_UTC_San Diego_NA_4690 Executive Dr,"4690 Executive Dr, San Diego, CA 92121",32.87733,-117.20579
97537,San Diego_UTC_San Diego_NA_9520 Towne Centre Dr,"9520 Towne Centre Dr, San Diego, CA 92121",32.880229,-117.209169
97597,San Francisco_Rincon/South Beach_San Francisco_NA_345 Brannan St,"345 Brannan St, San Francisco, CA 94107",37.780682,-122.39259
97601,San Francisco_Union Square/Civic Center_San Francisco_NA_939 Ellis St,"939 Ellis St, San Francisco, CA 94109",37.783468,-122.421779
97614,Seattle_Eastside_Bellevue_Bldg H_2002 156th Ave NE,"2002 156th Ave NE, Bellevue, WA 98007",47.62898,-122.13153
97654,Seattle_Pioneer Sq/SoDo_Seattle_Stadium Innovation Center_1531 Utah Ave S,"1531 Utah Ave S, Seattle, WA 98134",47.589255,-122.335804
97674,South Bay/San Jose_Fremont (880 Corridor)_Fremont_Ardenwood Phase II_6503-6515 Dumbarton Cir,"6503-6515 Dumbarton Cir, Fremont, CA 94555",37.547939,-122.061262
97681,South Bay/San Jose_Fremont (880 Corridor)_Fremont_Bldg B_39500 Stevenson Pl,"39500 Stevenson Pl, Fremont, CA 94539",37.559803,-121.957051
97682,South Bay/San Jose_Fremont (880 Corridor)_Fremont_Bldg D_6520-6532 Kaiser Dr,"6520-6532 Kaiser Dr, Fremont, CA 94555",37.550622,-122.063963
97685,South Bay/San Jose_Santa Clara_Santa Clara_Building C_5155 Old Ironsides Dr,"5155 Old Ironsides Dr, Santa Clara, CA 95054",37.40502,-121.97998
97686,South Bay/San Jose_Fremont (880 Corridor)_Fremont_FRE 112_34750-34770 Campus Dr,"34750-34770 Campus Dr, Fremont, CA 94555",37.547168,-122.067271
97716,South Bay/San Jose_Santa Clara_Santa Clara_Stadium TechCenter_5490 Great America Pky,"5490 Great America Pky, Santa Clara, CA 95054",37.414255,-121.978487
97718,South Bay/San Jose_Milpitas_Milpitas_Woodland Office Center_500 E Calaveras Blvd,"500 E Calaveras Blvd, Milpitas, CA 95035",37.432395,-121.896776
97725,South Bay/San Jose_Fremont (880 Corridor)_Fremont_NA_34800 Campus Dr,"34800 Campus Dr, Fremont, CA 94555",37.54684,-122.06598
97726,South Bay/San Jose_Santa Clara_Santa Clara_NA_3970 Freedom Cir,"3970 Freedom Cir, Santa Clara, CA 95054",37.387431,-121.972243
97785,South Florida_North Broward_Deerfield Beach_Fairway Financial Center_10 Fairway Dr,"10 Fairway Dr, Deerfield Beach, FL 33441",26.319301,-80.110327
97803,South Florida_SW Broward_Miramar_Miramar Centre I_3401 SW 160th Ave,"3401 SW 160th Ave, Miramar, FL 33027",25.977022,-80.358272
97836,South Florida_Coral Gables/Grove_Coral Gables_Santona Corner_1430 S Dixie Hwy,"1430 S Dixie Hwy, Coral Gables, FL 33146",25.710037,-80.281889
97840,South Florida_West Miami/Airport_Miami_Televisa_6355 NW 36th St,"6355 NW 36th St, Miami, FL 33166",25.807604,-80.300651
97848,South Florida_Miami Lakes/Hialeah_Miami Lakes_The Promenade_15100 NW 67th Ave,"15100 NW 67th Ave, Miami Lakes, FL 33014",25.910651,-80.309311
97854,South Florida_North Palm Beach_Palm Beach Gardens_Velocity Community Credit Union Bldg_2801 Pga Blvd,"2801 Pga Blvd, Palm Beach Gardens, FL 33410",26.846,-80.076968
97855,South Florida_North Palm Beach_Palm Beach Gardens_Viridian Office Centre_11505 Fairchild Gardens Ave,"11505 Fairchild Gardens Ave, Palm Beach Gardens, FL 33410",26.847037,-80.089955
97886,South Florida_NE Dade_Miami Beach_NA_975 Arthur Godfrey Rd,"975 Arthur Godfrey Rd, Miami Beach, FL 33140",25.813416,-80.135388
97889,Southern Maryland_Bethesda / Chevy Chase_Bethesda_Bethesda Crescent_7401 Wisconsin Ave,"7401 Wisconsin Ave, Bethesda, MD 20814",38.983942,-77.093671
97891,Southern Maryland_Gaithersburg / Germantown_Gaithersburg_Montgomery Professional Park_2 Professional Dr,"2 Professional Dr, Gaithersburg, MD 20879",39.164095,-77.22759
97963,Washington D.C._Central Business District_Washington_2055 L_2055 L St NW,"2055 L St NW, Washington, DC 20036",38.904009,-77.045996
98016,Atlanta_Central Perimeter_Atlanta_Building A_6105 Peachtree Dunwoody Rd NE,"6105 Peachtree Dunwoody Rd NE, Atlanta, GA 30328",33.920438,-84.348468
98092,Atlanta_Northwest_Lithia Springs_Westpark Medical Center_870 Crestmark Dr,"870 Crestmark Dr, Lithia Springs, GA 30122",33.780301,-84.610287
98093,Atlanta_Northlake_Chamblee_Whaley Creative Loft Office_5553 Peachtree Rd,"5553 Peachtree Rd, Chamblee, GA 30341",33.895008,-84.295875
98096,Atlanta_Northwest_Marietta_Williamscraft Office Park 1841_1841 Piedmont Rd,"1841 Piedmont Rd, Marietta, GA 30066",34.013973,-84.497615
98103,Atlanta_Northwest_Smyrna_NA_1850 Lake Park Dr SE,"1850 Lake Park Dr SE, Smyrna, GA 30080",33.895815,-84.491347
98119,Austin_South_Austin_811 Barton Bldg_811 Barton Springs Rd,"811 Barton Springs Rd, Austin, TX 78704",30.258982,-97.753242
98126,Austin_North_Austin_Broadmoor Building 6_11501 Burnet Rd,"11501 Burnet Rd, Austin, TX 78758",30.401824,-97.715605
98153,Austin_North_Austin_Metric Collective  Braker F_1817 Kramer Ln,"1817 Kramer Ln, Austin, TX 78758",30.38678,-97.70656
98166,Austin_CBD_Austin_NA_1303 San Antonio St,"1303 San Antonio St, Austin, TX 78701",30.276535,-97.744422
98173,Baltimore_Baltimore City South_Baltimore_915919 Fell St_900 S Wolfe St,"900 S Wolfe St, Baltimore, MD 21231",39.281692,-76.590099
98186,Baltimore_Howard County_Columbia_Hillside Center I_6315 Hillside Ct,"6315 Hillside Ct, Columbia, MD 21046",39.194464,-76.854696
98191,Baltimore_Howard County_Columbia_Stanford Overlook_8894 Stanford Blvd,"8894 Stanford Blvd, Columbia, MD 21045",39.191697,-76.8144
98192,Baltimore_BWI_Linthicum_Tech Park IV_800 International Dr,"800 International Dr, Linthicum, MD 21090",39.206882,-76.672744
98219,Boston_Cambridge_Cambridge_585 Massachusetts Ave_579-605 Massachusetts Ave,"579-605 Massachusetts Ave, Cambridge, MA 2139",42.373414,-71.11865
98233,Boston_Route 128 South_Quincy_Bldg 4_4 Batterymarch Park,"4 Batterymarch Park, Quincy, MA 2169",42.229974,-71.02508
98237,Boston_Route 128 North_Burlington_Burlington Business Center  II_77 S Bedford St,"77 S Bedford St, Burlington, MA 1803",42.485467,-71.198312
98238,Boston_Route 128 West_Waltham_CenterPoint_41 Seyon St,"41 Seyon St, Waltham, MA 2453",42.370716,-71.215532
98244,Boston_Back Bay_Boston_Exeter Street Theatre Bldg_26 Exeter St,"26 Exeter St, Boston, MA 2116",42.350616,-71.079696
98250,Boston_Route 128 South_Quincy_Heritage Landing I_1 Heritage Dr,"1 Heritage Dr, Quincy, MA 2171",42.274903,-71.038389
98260,Boston_Financial District_Boston_Muller Building_4 Liberty Sq,"4 Liberty Sq, Boston, MA 2109",42.357995,-71.054749
98262,Boston_Neighborhoods District_Boston_Newmarket Center_67 Kemble St,"67 Kemble St, Boston, MA 2119",42.328203,-71.072479
98282,Boston_Worcester_Worcester_Three Biotech Bld 3_1 Innovation Dr,"1 Innovation Dr, Worcester, MA 1605",42.279105,-71.766564
98283,Boston_Cambridge_Cambridge_Two Cambridge Place  Phase I_210 Broadway,"210 Broadway, Cambridge, MA 2139",42.366013,-71.093451
98289,Boston_Southern New Hampshire_Hampton_NA_1 Liberty Ln,"1 Liberty Ln, Hampton, NH 3842",42.94837,-70.856723
98294,Boston_Route 495/Mass Pike West_Westborough_NA_116 Flanders Rd,"116 Flanders Rd, Westborough, MA 1581",42.27809,-71.57562
98297,Boston_Route 128 South_Canton_NA_120 Royall St,"120 Royall St, Canton, MA 2021",42.204193,-71.129314
98303,Boston_Route 128 West_Watertown_NA_15-25 Main St,"15-25 Main St, Watertown, MA 2472",42.417984,-71.110072
98308,Boston_Route 495/Route 2 West_Maynard_NA_2 Mill St,"2 Mill St, Maynard, MA 1754",42.430202,-71.46092
98312,Boston_Route 495 South_Fall River_NA_222 Milliken Blvd,"222 Milliken Blvd, Fall River, MA 2721",41.699922,-71.158823
98323,Boston_Route 128 West_Wellesley_NA_40 William St,"40 William St, Wellesley, MA 2481",42.318329,-71.231974
98325,Boston_Worcester_Milford_NA_420-450 Fortune Blvd,"420-450 Fortune Blvd, Milford, MA 1757",42.1415,-71.51933
98328,Boston_Route 495/Mass Pike West_Framingham_NA_550 Cochituate Rd,"550 Cochituate Rd, Framingham, MA 1701",42.308259,-71.390558
98331,Boston_Route 128 West_Wellesley_NA_60 William St,"60 William St, Wellesley, MA 2481",42.318857,-71.234066
98333,Boston_Route 128 West_Wellesley_NA_65 William St,"65 William St, Wellesley, MA 2481",42.319688,-71.23432
98334,Boston_Route 495 North East_Newburyport_NA_7 Prince Pl,"7 Prince Pl, Newburyport, MA 1950",42.809513,-70.870949
98335,Boston_Route 128 North_Beverly_NA_72 Cherry Hill Dr,"72 Cherry Hill Dr, Beverly, MA 1915",42.580173,-70.912102
98350,Charlotte_West_Charlotte_Bldg 10_4801 Chastain Ave,"4801 Chastain Ave, Charlotte, NC 28217",35.176721,-80.881176
98351,Charlotte_East Charlotte_Charlotte_Bldg G_10710 Sikes Pl,"10710 Sikes Pl, Charlotte, NC 28277",35.06237,-80.76686
98354,Charlotte_West_Charlotte_Charleston Row_2015 Ayrsley Town Blvd,"2015 Ayrsley Town Blvd, Charlotte, NC 28273",35.137725,-80.931817
98429,Chicago_Far West Loop/Fulton Market_Chicago_The Peerless Building_801 W Adams St,"801 W Adams St, Chicago, IL 60607",41.879138,-87.647818
98520,Chicago Suburbs_North Corridor_Northbrook_NA_1500 Skokie Blvd,"1500 Skokie Blvd, Northbrook, IL 60062",42.124923,-87.783987
98528,Chicago Suburbs_East-West Corridor_Oak Brook_NA_903 Commerce Dr,"903 Commerce Dr, Oak Brook, IL 60523",41.848537,-87.94255
98581,Dallas/Ft Worth_North Dallas Corridor_Plano_ERC Plano_5120 Legacy Dr,"5120 Legacy Dr, Plano, TX 75024",33.070795,-96.801783
98598,Dallas/Ft Worth_Northeast Fort Worth_Fort Worth_Gourley Plaza_2601 Meacham Blvd,"2601 Meacham Blvd, Fort Worth, TX 76137",32.825707,-97.306905
98724,Dallas/Ft Worth_Las Colinas_Coppell_NA_3201 Olympus Blvd,"3201 Olympus Blvd, Coppell, TX 75019",32.93662,-96.984305
98726,Dallas/Ft Worth_LBJ_Dallas_NA_4020 McEwen Rd,"4020 McEwen Rd, Dallas, TX 75244",32.928561,-96.842464
98750,Denver_Aurora_Aurora_225 Office Park II_14280 E Jewell Ave,"14280 E Jewell Ave, Aurora, CO 80012",39.681182,-104.821979
98942,Houston_Bellaire_Bellaire_6330 W 610 Loop S_6330 West Loop S,"6330 West Loop S, Bellaire, TX 77401",29.713763,-95.460263
98958,Houston_Bellaire_Bellaire_Bellaire Park I_6565 West Loop South,"6565 West Loop South, Bellaire, TX 77401",29.709874,-95.459041
99012,Houston_Northwest/290 Far_Houston_Legacy at Fallbrook_10720 W Sam Houston Pky N,"10720 W Sam Houston Pky N, Houston, TX 77064",29.921298,-95.554553
99170,Los Angeles_Downtown LA_Los Angeles_AT MATEO_555-581 Mateo St,"555-581 Mateo St, Los Angeles, CA 90013",34.031283,-118.232251
99179,Los Angeles_Mid-Wilshire_Los Angeles_Bldg 3_3460 Wilshire Blvd,"3460 Wilshire Blvd, Los Angeles, CA 90010",34.061297,-118.299829
99194,Los Angeles_Burbank_Burbank_Business Arts Plaza_3601 W Olive Ave,"3601 W Olive Ave, Burbank, CA 91505",34.152607,-118.339115
99249,Los Angeles_San Gabriel Valley_Alhambra_The AlhambraSchmitt BldgA6_1000 S Fremont Ave,"1000 S Fremont Ave, Alhambra, CA 91803",34.081284,-118.151368
99260,Los Angeles_Marina/Playa Vista_Los Angeles_Univision Television_5999 Center Dr,"5999 Center Dr, Los Angeles, CA 90045",33.976334,-118.388331
99306,Los Angeles_Culver City_Culver City_NA_3562-3582 Eastham Dr,"3562-3582 Eastham Dr, Culver City, CA 90232",34.024099,-118.378072
99312,Los Angeles_West San Fernando Valley_Thousand Oaks_NA_375 Rolling Oaks Dr,"375 Rolling Oaks Dr, Thousand Oaks, CA 91361",34.174758,-118.870522
99414,Manhattan_Soho_New York_52 Mercer St_477 Broadway,"477 Broadway, New York, NY 10013",40.721527,-74.000494
99479,Manhattan_WTC/Brookfield Place_New York_Federal Office Bldg_90 Church St,"90 Church St, New York, NY 10007",40.712572,-74.010169
99491,Manhattan_City Hall_New York_Intergate Manhattan_375 Pearl St,"375 Pearl St, New York, NY 10038",40.710746,-74.001082
99592,Manhattan_Soho_New York_NA_532 Broadway,"532 Broadway, New York, NY 10012",40.723121,-73.998529
99593,Manhattan_Soho_New York_NA_536 Broadway,"536 Broadway, New York, NY 10012",40.723206,-73.998349
99597,Manhattan_Grand Central_New York_NA_62-72 W 47th St,"62-72 W 47th St, New York, NY 10036",40.760321,-73.987267
99602,Nashville_Brentwood_Brentwood_Brentwood Commons II_750 Old Hickory Blvd,"750 Old Hickory Blvd, Brentwood, TN 37027",36.042015,-86.774556
99604,Nashville_Rivergate/Wilson_Mount Juliet_Courtyards at East Haven_541 N Mt. Juliet Rd,"541 N Mt. Juliet Rd, Mount Juliet, TN 37122",36.178807,-86.51123
99627,Nashville_Brentwood_Brentwood_NA_5210 Maryland Way,"5210 Maryland Way, Brentwood, TN 37027",36.035376,-86.804987
99646,Northern New Jersey_Morris_Parsippany_Latitude East_399 Interpace Pky,"399 Interpace Pky, Parsippany, NJ 7054",40.869776,-74.452033
99647,Northern New Jersey_Morris_Parsippany_MCC Blue  Building A_400 Interpace Pky,"400 Interpace Pky, Parsippany, NJ 7054",40.87351,-74.447877
99648,Northern New Jersey_Morris_Parsippany_MCC Blue  Building D_400 Interpace Pky,"400 Interpace Pky, Parsippany, NJ 7054",40.87351,-74.447877
99676,Northern Virginia_Loudoun County_Sterling_46179 Westlake Dr_46179 Westlake Dr,"46179 Westlake Dr, Sterling, VA 20165",39.03403,-77.402155
